age,marital,address,income,inccat,ed,employ,retire,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
45,Unmarried,6,49,$25 - $49,College degree,1,No,Female,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
64,Unmarried,26,51,$50 - $74,Some college,19,No,Female,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
32,Unmarried,9,30,$25 - $49,Some college,0,No,Female,2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
38,Unmarried,2,23,Under $25,Post-undergraduate degree,6,No,Female,1,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
34,Married,2,56,$50 - $74,Did not complete high school,13,No,Male,5,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
29,Unmarried,3,23,Under $25,High school degree,5,No,Female,5,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
26,Unmarried,2,53,$50 - $74,High school degree,5,No,Female,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
39,Married,18,19,Under $25,Did not complete high school,1,No,Male,6,No,Yes,Yes,No,Does not know,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
34,Unmarried,12,31,$25 - $49,High school degree,3,No,Female,1,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
30,Married,6,29,$25 - $49,Did not complete high school,7,No,Male,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
49,Married,21,68,$50 - $74,Did not complete high school,18,No,Male,4,Yes,No,Yes,Yes,No Answer,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
42,Married,0,51,$50 - $74,Some college,3,No,Female,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
42,Married,21,31,$25 - $49,High school degree,4,No,Male,4,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
27,Unmarried,4,23,Under $25,High school degree,7,No,Male,1,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
36,Unmarried,17,25,$25 - $49,High school degree,4,No,Female,1,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
31,Unmarried,11,54,$50 - $74,Some college,10,No,Female,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
36,Unmarried,0,56,$50 - $74,High school degree,13,No,Male,1,No,Yes,No,No,Does not know,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
52,Married,29,81,$75+,High school degree,17,No,Male,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
52,Married,22,184,$75+,College degree,28,No,Male,2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
47,Married,8,137,$75+,Did not complete high school,27,No,Female,2,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
46,Married,2,102,$75+,Post-undergraduate degree,4,No,Male,4,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
58,Married,13,29,$25 - $49,High school degree,7,No,Male,2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
32,Unmarried,2,47,$25 - $49,Some college,8,No,Male,4,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
34,Unmarried,0,45,$25 - $49,Some college,11,No,Female,3,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
37,Married,12,27,$25 - $49,High school degree,8,No,Female,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
55,Unmarried,14,100,$75+,Did not complete high school,16,No,Female,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
34,Unmarried,4,36,$25 - $49,College degree,7,No,Male,1,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
44,Unmarried,9,34,$25 - $49,Some college,6,No,Female,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
32,Unmarried,2,61,$50 - $74,College degree,7,No,Male,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
49,Unmarried,30,105,$75+,Some college,20,No,Male,1,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
24,Unmarried,0,22,Under $25,College degree,0,No,Male,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
31,Married,11,30,$25 - $49,Post-undergraduate degree,0,No,Female,3,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
29,Unmarried,6,24,Under $25,Did not complete high school,9,No,Male,1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
31,Married,0,82,$75+,College degree,0,No,Male,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
42,Unmarried,5,33,$25 - $49,Did not complete high school,11,No,Male,2,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No
44,Married,3,38,$25 - $49,Some college,5,No,Female,5,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
39,Unmarried,7,30,$25 - $49,Did not complete high school,5,No,Female,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
41,Unmarried,6,121,$75+,College degree,12,No,Female,2,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No
30,Married,2,18,Under $25,Post-undergraduate degree,0,No,Male,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
43,Married,9,156,$75+,Some college,19,No,Male,4,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
47,Married,15,36,$25 - $49,High school degree,17,No,Female,2,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
52,Married,24,237,$75+,Did not complete high school,32,No,Male,5,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
44,Unmarried,11,22,Under $25,High school degree,2,No,Male,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
29,Married,1,74,$50 - $74,College degree,3,No,Female,3,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
39,Married,14,26,$25 - $49,Did not complete high school,6,No,Male,2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
46,Married,17,90,$75+,Post-undergraduate degree,7,No,Male,2,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
51,Unmarried,13,67,$50 - $74,Some college,19,No,Male,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
44,Married,13,140,$75+,Some college,22,No,Male,4,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
26,Unmarried,7,32,$25 - $49,Did not complete high school,8,No,Male,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
35,Unmarried,2,51,$50 - $74,College degree,0,No,Female,1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
31,Married,8,26,$25 - $49,College degree,0,No,Male,5,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
40,Unmarried,21,128,$75+,Some college,12,No,Male,1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
66,Unmarried,8,165,$75+,Did not complete high school,39,No,Male,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
46,Married,25,38,$25 - $49,Some college,7,No,Female,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
52,Unmarried,5,323,$75+,Some college,29,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
51,Married,18,16,Under $25,Did not complete high school,3,No,Male,4,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
66,Married,30,39,$25 - $49,Did not complete high school,24,Yes,Female,2,No,Yes,Yes,Yes,No Answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
66,Married,13,55,$50 - $74,Did not complete high school,15,No,Male,2,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
40,Married,0,38,$25 - $49,High school degree,9,No,Female,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
47,Unmarried,7,143,$75+,College degree,23,No,Female,1,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
31,Unmarried,10,32,$25 - $49,College degree,5,No,Male,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
24,Married,0,30,$25 - $49,College degree,0,No,Male,4,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
49,Married,20,39,$25 - $49,High school degree,0,No,Female,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
58,Unmarried,6,153,$75+,High school degree,26,No,Male,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
45,Married,18,96,$75+,College degree,15,No,Male,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
37,Unmarried,7,66,$50 - $74,Did not complete high school,16,No,Female,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
25,Married,6,32,$25 - $49,College degree,0,No,Female,4,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
33,Unmarried,14,23,Under $25,Did not complete high school,4,No,Male,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
31,Married,8,41,$25 - $49,Post-undergraduate degree,4,No,Male,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
20,Unmarried,1,15,Under $25,High school degree,0,No,Male,5,No,No,No,No,No Answer,No,No,No,Yes,Yes,Yes,No,No,No,No
41,Unmarried,3,59,$50 - $74,College degree,14,No,Female,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
50,Unmarried,4,27,$25 - $49,Did not complete high school,1,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
53,Married,29,29,$25 - $49,High school degree,1,No,Male,3,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No
51,Unmarried,18,39,$25 - $49,High school degree,8,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
33,Unmarried,0,40,$25 - $49,College degree,0,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
57,Married,9,27,$25 - $49,Did not complete high school,11,No,Male,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
41,Married,14,26,$25 - $49,College degree,7,No,Male,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
65,Married,39,97,$75+,Did not complete high school,29,No,Female,2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
54,Unmarried,24,187,$75+,High school degree,35,No,Female,2,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
35,Married,15,61,$50 - $74,Some college,10,No,Female,5,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
46,Married,3,97,$75+,College degree,12,No,Female,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
47,Married,18,97,$75+,High school degree,18,No,Female,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
62,Married,8,266,$75+,Did not complete high school,31,No,Male,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
38,Unmarried,19,65,$50 - $74,Post-undergraduate degree,9,No,Male,1,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
38,Married,12,45,$25 - $49,Did not complete high school,0,No,Female,7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
43,Unmarried,8,33,$25 - $49,College degree,11,No,Male,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
34,Unmarried,11,32,$25 - $49,High school degree,2,No,Male,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
44,Unmarried,16,30,$25 - $49,College degree,1,No,Male,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
59,Married,24,18,Under $25,High school degree,37,Yes,Female,2,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
30,Unmarried,11,32,$25 - $49,Did not complete high school,10,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
35,Married,14,20,Under $25,College degree,0,No,Male,2,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
40,Married,7,30,$25 - $49,College degree,4,No,Female,8,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
44,Married,16,104,$75+,High school degree,20,No,Male,4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
44,Married,20,53,$50 - $74,College degree,1,No,Female,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
33,Married,6,32,$25 - $49,High school degree,3,No,Female,4,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
24,Unmarried,1,16,Under $25,Did not complete high school,0,No,Male,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
55,Unmarried,17,60,$50 - $74,College degree,14,No,Female,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
44,Married,5,205,$75+,Did not complete high school,26,No,Female,3,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
38,Married,16,50,$50 - $74,Some college,14,No,Female,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
27,Married,3,41,$25 - $49,Did not complete high school,9,No,Male,5,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
37,Married,6,34,$25 - $49,High school degree,10,No,Female,2,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
34,Unmarried,9,24,Under $25,Did not complete high school,10,No,Male,3,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
59,Unmarried,0,24,Under $25,Did not complete high school,3,No,Female,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Unmarried,16,107,$75+,Some college,14,No,Female,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
62,Unmarried,36,20,Under $25,College degree,0,Yes,Female,3,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
60,Unmarried,16,259,$75+,Did not complete high school,36,No,Male,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
37,Married,2,31,$25 - $49,Did not complete high school,0,No,Female,5,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
64,Married,26,83,$75+,High school degree,23,No,Female,3,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
57,Married,26,141,$75+,Post-undergraduate degree,4,No,Male,3,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
51,Unmarried,3,48,$25 - $49,Post-undergraduate degree,13,No,Male,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
45,Unmarried,17,40,$25 - $49,College degree,10,No,Male,2,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
43,Unmarried,19,32,$25 - $49,High school degree,1,No,Male,1,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
48,Married,5,69,$50 - $74,Post-undergraduate degree,3,No,Male,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
35,Unmarried,1,21,Under $25,High school degree,0,No,Female,1,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No
33,Unmarried,0,46,$25 - $49,Did not complete high school,13,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
18,Married,0,25,$25 - $49,High school degree,0,No,Male,4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
41,Married,17,48,$25 - $49,Did not complete high school,3,No,Female,4,No,No,No,No,Does not know,No,No,Yes,Yes,Yes,No,No,No,Yes,No
60,Married,0,36,$25 - $49,Did not complete high school,17,No,Male,4,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
46,Unmarried,1,63,$50 - $74,Did not complete high school,10,No,Female,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
61,Unmarried,31,65,$50 - $74,Did not complete high school,23,No,Female,1,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
46,Unmarried,10,82,$75+,Some college,12,No,Male,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
54,Unmarried,0,62,$50 - $74,Did not complete high school,19,No,Male,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
57,Married,29,92,$75+,High school degree,11,No,Female,2,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
36,Married,0,77,$75+,Post-undergraduate degree,4,No,Female,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
27,Unmarried,3,34,$25 - $49,High school degree,1,No,Male,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
58,Married,20,58,$50 - $74,Did not complete high school,14,No,Female,4,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
35,Married,0,27,$25 - $49,College degree,0,No,Female,2,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
27,Unmarried,6,25,$25 - $49,Some college,0,No,Male,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
37,Married,3,189,$75+,College degree,5,No,Male,3,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
33,Unmarried,5,18,Under $25,High school degree,1,No,Male,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
52,Married,5,185,$75+,Did not complete high school,31,No,Female,4,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
52,Married,31,34,$25 - $49,High school degree,12,No,Male,2,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
64,Married,33,50,$50 - $74,Some college,25,No,Male,5,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
46,Unmarried,2,23,Under $25,Some college,0,No,Male,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
30,Married,2,20,Under $25,Did not complete high school,3,No,Male,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Unmarried,13,39,$25 - $49,High school degree,14,No,Male,1,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No
39,Married,4,57,$50 - $74,Did not complete high school,9,No,Male,4,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
51,Unmarried,24,302,$75+,College degree,23,No,Male,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
74,Married,20,16,Under $25,Did not complete high school,33,Yes,Male,4,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
31,Unmarried,7,18,Under $25,High school degree,10,No,Male,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
53,Unmarried,32,228,$75+,College degree,28,No,Female,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
34,Unmarried,6,32,$25 - $49,Did not complete high school,11,No,Female,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
53,Married,7,137,$75+,Post-undergraduate degree,17,No,Female,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
45,Unmarried,21,86,$75+,Some college,21,No,Male,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
33,Unmarried,3,46,$25 - $49,College degree,7,No,Female,1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
58,Married,12,160,$75+,Did not complete high school,26,No,Male,3,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
27,Unmarried,0,31,$25 - $49,Some college,6,No,Female,1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
29,Married,8,23,Under $25,Did not complete high school,2,No,Female,3,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
44,Unmarried,12,131,$75+,College degree,21,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
36,Married,5,104,$75+,Some college,15,No,Female,5,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
65,Unmarried,5,10,Under $25,College degree,8,Yes,Male,1,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
53,Unmarried,20,65,$50 - $74,High school degree,15,No,Female,1,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
50,Married,1,95,$75+,College degree,16,No,Male,5,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
30,Unmarried,1,59,$50 - $74,College degree,3,No,Male,3,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
36,Unmarried,1,91,$75+,High school degree,10,No,Female,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
47,Unmarried,17,69,$50 - $74,College degree,12,No,Female,1,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
45,Unmarried,7,128,$75+,College degree,18,No,Female,1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
21,Married,0,19,Under $25,Some college,0,No,Female,5,Yes,Yes,No,No,No Answer,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
24,Unmarried,1,18,Under $25,Some college,0,No,Male,1,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
46,Unmarried,8,83,$75+,Did not complete high school,13,No,Female,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
40,Married,12,20,Under $25,College degree,1,No,Female,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
41,Unmarried,12,54,$50 - $74,High school degree,13,No,Male,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
24,Married,2,26,$25 - $49,Did not complete high school,7,No,Male,4,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
64,Married,25,12,Under $25,Did not complete high school,9,Yes,Male,2,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
43,Married,18,32,$25 - $49,High school degree,8,No,Male,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
45,Unmarried,14,130,$75+,College degree,14,No,Male,2,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
66,Married,3,77,$75+,Post-undergraduate degree,13,No,Male,3,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
44,Married,5,146,$75+,Post-undergraduate degree,15,No,Female,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
32,Married,2,53,$50 - $74,Some college,9,No,Female,4,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
27,Married,8,27,$25 - $49,College degree,1,No,Female,3,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
37,Unmarried,1,38,$25 - $49,Did not complete high school,14,No,Female,1,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
46,Married,20,34,$25 - $49,Did not complete high school,6,No,Female,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
30,Unmarried,5,31,$25 - $49,Some college,8,No,Female,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
27,Married,5,25,$25 - $49,Did not complete high school,2,No,Female,7,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
53,Married,19,49,$25 - $49,Some college,2,No,Male,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
45,Married,23,26,$25 - $49,Did not complete high school,7,No,Male,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
21,Unmarried,1,36,$25 - $49,Some college,0,No,Male,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
54,Unmarried,6,52,$50 - $74,High school degree,7,No,Male,1,No,No,Yes,No,No Answer,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Unmarried,13,45,$25 - $49,College degree,2,No,Female,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
48,Unmarried,18,76,$75+,Did not complete high school,16,No,Male,2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
70,Married,31,60,$50 - $74,Some college,15,No,Male,2,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
26,Unmarried,7,14,Under $25,College degree,2,No,Male,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
52,Married,6,208,$75+,College degree,26,No,Male,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
34,Married,8,19,Under $25,College degree,0,No,Female,3,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
